direction,split,language,token,frequency
ar-hi/hi,dev,hi,बावजूद।,2
ar-hi/hi,dev,hi,त्सेविलेव,2
ar-hi/hi,dev,hi,"""रेटिनल""",2
ar-hi/hi,dev,hi,एआईजी,2
ar-hi/hi,dev,hi,एम्स्टर्डम,2
ar-hi/hi,dev,hi,स्लाविया,2
ar-hi/hi,dev,hi,अल-शकीलाब,2
ar-hi/hi,dev,hi,मैच-अप,2
ar-hi/hi,dev,hi,सेंटीमीटर,2
ar-hi/hi,dev,hi,मैकडोनाल्ड,2
ar-hi/hi,dev,hi,सुवैदी,2
ar-hi/hi,dev,hi,फुजैराह,2
ar-hi/hi,dev,hi,"""संघीय",2
ar-hi/hi,dev,hi,मार्जेह,2
ar-hi/hi,dev,hi,सराया,2
ar-hi/hi,dev,hi,(आंतरिक,2
ar-hi/hi,dev,hi,"""ब्लेयर",2
ar-hi/hi,dev,hi,रिसोर्सेज,2
ar-hi/hi,dev,hi,एस्मत,2
ar-hi/hi,dev,hi,घटनी,2
ar-hi/hi,dev,hi,प्रशिक्षुओं,2
ar-hi/hi,dev,hi,ग्रोविकिपीडिया,2
ar-hi/hi,dev,hi,ब्रेमर,2
ar-hi/hi,dev,hi,2600,2
ar-hi/hi,dev,hi,वेमो,2
ar-hi/hi,dev,hi,"सीओवीआईडी""",2
ar-hi/hi,dev,hi,"शील्ड""",2
ar-hi/hi,dev,hi,पक्षधर,2
ar-hi/hi,dev,hi,न्यूज़नेशन,2
ar-hi/hi,dev,hi,ताइपे,2
ar-hi/hi,dev,hi,जेरूसलम,2
ar-hi/hi,dev,hi,पेट्रोनास,2
ar-hi/hi,dev,hi,"""रेमत",2
ar-hi/hi,dev,hi,"मिडओसियन,",2
ar-hi/hi,dev,hi,द्रवीकरण,2
ar-hi/hi,dev,hi,हाफटाइम,2
ar-hi/hi,dev,hi,डीआईडीआई,2
ar-hi/hi,dev,hi,2.19%,2
ar-hi/hi,dev,hi,ऑप्टिक,2
ar-hi/hi,dev,hi,"रेल""",2
ar-hi/hi,dev,hi,इतामर,2
ar-hi/hi,dev,hi,न्यूनीकरणवादी,2
ar-hi/hi,dev,hi,68वें,2
ar-hi/hi,dev,hi,"सारांश,",2
ar-hi/hi,dev,hi,नेत्शिर,2
ar-hi/hi,dev,hi,असाही,2
ar-hi/hi,dev,hi,(इज़राइल,2
ar-hi/hi,dev,hi,हमास),2
ar-hi/hi,dev,hi,दीदी,2
ar-hi/hi,dev,hi,20-सूत्रीय,2
ar-hi/hi,dev,hi,"""साइबरस्पेस",2
ar-hi/hi,dev,hi,"बढ़ाना""",2
ar-hi/hi,dev,hi,"""अधिशेष",2
ar-hi/hi,dev,hi,समझना:,2
ar-hi/hi,dev,hi,"""अज़ह",2
ar-hi/hi,dev,hi,आईएफआर,2
ar-hi/hi,dev,hi,XIA,2
ar-hi/hi,dev,hi,"""सर्वोत्तम",2
ar-hi/hi,dev,hi,"तलाश""",2
ar-hi/hi,dev,hi,अज़्ज़ा,2
ar-hi/hi,dev,hi,संविधानों,2
ar-hi/hi,dev,hi,"ओशन""",2
ar-hi/hi,dev,hi,गार्नाचो,2
ar-hi/hi,dev,hi,गीस्लर,2
ar-hi/hi,dev,hi,"हुआ,""",1
ar-hi/hi,dev,hi,"""मैच",1
ar-hi/hi,dev,hi,ALEC,1
ar-hi/hi,dev,hi,अप,1
ar-hi/hi,dev,hi,"दरें,",1
ar-hi/hi,dev,hi,पुअर्स,1
ar-hi/hi,dev,hi,एंट्टी,1
ar-hi/hi,dev,hi,"""हाइब्रिड""",1
ar-hi/hi,dev,hi,बढ़ी;,1
ar-hi/hi,dev,hi,"15वें,",1
ar-hi/hi,dev,hi,"20वें,",1
ar-hi/hi,dev,hi,"केन,",1
ar-hi/hi,dev,hi,ग्युरेरो,1
ar-hi/hi,dev,hi,"""सितंबर",1
ar-hi/hi,dev,hi,उठना,1
ar-hi/hi,dev,hi,"""स्मार्ट""",1
ar-hi/hi,dev,hi,कोटिंग्स,1
ar-hi/hi,dev,hi,"""सभ्यता",1
ar-hi/hi,dev,hi,"3,842",1
ar-hi/hi,dev,hi,"3,872",1
ar-hi/hi,dev,hi,रुमैला,1
ar-hi/hi,dev,hi,एलेगनी,1
ar-hi/hi,dev,hi,11.6,1
ar-hi/hi,dev,hi,$344,1
ar-hi/hi,dev,hi,239.9,1
ar-hi/hi,dev,hi,2.585,1
ar-hi/hi,dev,hi,बर्ट्रेंड,1
ar-hi/hi,dev,hi,बैडी,1
ar-hi/hi,dev,hi,चरण।,1
ar-hi/hi,dev,hi,कोऑर्डिनेशन,1
ar-hi/hi,dev,hi,"""रशान",1
ar-hi/hi,dev,hi,"डॉल""",1
ar-hi/hi,dev,hi,​​लक्षणों,1
ar-hi/hi,dev,hi,सुमित,1
ar-hi/hi,dev,hi,रेटुलिया,1
ar-hi/hi,dev,hi,रिफाइनरियां,1
ar-hi/hi,dev,hi,जाफुराह,1
ar-hi/hi,dev,hi,(ब्लैकरॉक,1
ar-hi/hi,dev,hi,(एएसपीईडीएस),1
ar-hi/hi,dev,hi,नाविक,1
ar-hi/hi,dev,hi,अघोषित,1
ar-hi/hi,dev,hi,"दृष्टिकोण""",1
ar-hi/hi,dev,hi,"बास्केटबॉल,",1
ar-hi/hi,dev,hi,वॉलीबॉल,1
ar-hi/hi,dev,hi,नामकरण,1
ar-hi/hi,dev,hi,4.86,1
ar-hi/hi,dev,hi,347,1
ar-hi/hi,dev,hi,मनमोहक,1
ar-hi/hi,dev,hi,"""अरबी""",1
ar-hi/hi,dev,hi,चाकूबाजी,1
ar-hi/hi,dev,hi,97.584,1
ar-hi/hi,dev,hi,97.635,1
ar-hi/hi,dev,hi,"मार्ग""",1
ar-hi/hi,dev,hi,रोसनेफ्ट,1
ar-hi/hi,dev,hi,कल्पनाशील,1
ar-hi/hi,dev,hi,"DEWA,",1
ar-hi/hi,dev,hi,"​​SALIC,",1
ar-hi/hi,dev,hi,पार्किन,1
ar-hi/hi,dev,hi,कोर्श,1
ar-hi/hi,dev,hi,"सौंपा,",1
ar-hi/hi,dev,hi,बुद्धिमानीपूर्ण,1
ar-hi/hi,dev,hi,प्राधिकार,1
ar-hi/hi,dev,hi,होते!,1
ar-hi/hi,dev,hi,रेमत,1
ar-hi/hi,dev,hi,"सुशासन,",1
ar-hi/hi,dev,hi,त्ज़ु,1
ar-hi/hi,dev,hi,"""विजयी",1
ar-hi/hi,dev,hi,"प्रतिभा""",1
ar-hi/hi,dev,hi,टोकई,1
ar-hi/hi,dev,hi,शॉटारो,1
ar-hi/hi,dev,hi,यासुदा,1
ar-hi/hi,dev,hi,बेचे।,1
ar-hi/hi,dev,hi,557.9,1
ar-hi/hi,dev,hi,आईएमएफ-अनिवार्य,1
ar-hi/hi,dev,hi,जर्मेन,1
ar-hi/hi,dev,hi,फ्रिम्पोंग,1
ar-hi/hi,dev,hi,"सैक्स,",1
ar-hi/hi,dev,hi,"एचएसबीसी,",1
ar-hi/hi,dev,hi,बुकरनर,1
ar-hi/hi,dev,hi,एबीबी,1
ar-hi/hi,dev,hi,नाइके,1
ar-hi/hi,dev,hi,चिप-निर्माण,1
ar-hi/hi,dev,hi,27.6%,1
ar-hi/hi,dev,hi,रिकॉर्ड-ब्रेकिंग,1
ar-hi/hi,dev,hi,तिथि),1
ar-hi/hi,dev,hi,गैर-प्राथमिक,1
ar-hi/hi,dev,hi,उप-सर्वरों,1
ar-hi/hi,dev,hi,0.56%,1
ar-hi/hi,dev,hi,"36,979",1
ar-hi/hi,dev,hi,समान-भारित,1
ar-hi/hi,dev,hi,0.38%,1
ar-hi/hi,dev,hi,"11,060",1
ar-hi/hi,dev,hi,0.39%,1
ar-hi/hi,devtest,hi,कोक,7
ar-hi/hi,devtest,hi,1.147,5
ar-hi/hi,devtest,hi,1.313,4
ar-hi/hi,devtest,hi,"1,147",4
ar-hi/hi,devtest,hi,प्रति-चक्रीय,4
ar-hi/hi,devtest,hi,अल-ज़वरा,4
ar-hi/hi,devtest,hi,नॉकआउट),4
ar-hi/hi,devtest,hi,"1,313",3
ar-hi/hi,devtest,hi,अल-जैद,3
ar-hi/hi,devtest,hi,ब्लैकबेरी,3
ar-hi/hi,devtest,hi,1.294,3
ar-hi/hi,devtest,hi,(इज़राइल,3
ar-hi/hi,devtest,hi,हमास),3
ar-hi/hi,devtest,hi,मानेकर,3
ar-hi/hi,devtest,hi,कॉन्टे,3
ar-hi/hi,devtest,hi,दिलाई।,3
ar-hi/hi,devtest,hi,मेंडेस,3
ar-hi/hi,devtest,hi,डैनी,3
ar-hi/hi,devtest,hi,डैनन,3
ar-hi/hi,devtest,hi,"जींस""",3
ar-hi/hi,devtest,hi,मिडफ़ील्ड,2
ar-hi/hi,devtest,hi,"1,294",2
ar-hi/hi,devtest,hi,"1,419",2
ar-hi/hi,devtest,hi,3.9%,2
ar-hi/hi,devtest,hi,हैट-ट्रिक,2
ar-hi/hi,devtest,hi,बदरान,2
ar-hi/hi,devtest,hi,प्रतिचक्रीय,2
ar-hi/hi,devtest,hi,(पीएसजी),2
ar-hi/hi,devtest,hi,कोर्टोइस,2
ar-hi/hi,devtest,hi,1.419,2
ar-hi/hi,devtest,hi,बार्टोमू,2
ar-hi/hi,devtest,hi,(बार्सिलोना,2
ar-hi/hi,devtest,hi,"भाग्य""",2
ar-hi/hi,devtest,hi,मोंटजूइक,2
ar-hi/hi,devtest,hi,"""टोटल",2
ar-hi/hi,devtest,hi,"गश्त,",2
ar-hi/hi,devtest,hi,अल-अंसारी,2
ar-hi/hi,devtest,hi,"""प्रतिक्रिया",2
ar-hi/hi,devtest,hi,लापोर्टा,2
ar-hi/hi,devtest,hi,प्रतिनिधि),2
ar-hi/hi,devtest,hi,बैरो,2
ar-hi/hi,devtest,hi,एनर्जीज,2
ar-hi/hi,devtest,hi,सक्रियण,2
ar-hi/hi,devtest,hi,अलऊला,2
ar-hi/hi,devtest,hi,"एमथेथवा,",2
ar-hi/hi,devtest,hi,ईबर,1
ar-hi/hi,devtest,hi,(122),1
ar-hi/hi,devtest,hi,36.4%,1
ar-hi/hi,devtest,hi,1.05,1
ar-hi/hi,devtest,hi,छुपाया,1
ar-hi/hi,devtest,hi,अवधारण,1
ar-hi/hi,devtest,hi,"प्रिंटिंग,",1
ar-hi/hi,devtest,hi,"पैकेजिंग,",1
ar-hi/hi,devtest,hi,आंधियों,1
ar-hi/hi,devtest,hi,फीचर-सेट,1
ar-hi/hi,devtest,hi,(यूईएफए),1
ar-hi/hi,devtest,hi,सर्फ़र,1
ar-hi/hi,devtest,hi,$7.5,1
ar-hi/hi,devtest,hi,"कनेक्टिविटी""",1
ar-hi/hi,devtest,hi,नेटब्लॉक्स,1
ar-hi/hi,devtest,hi,"""7",1
ar-hi/hi,devtest,hi,सबकों,1
ar-hi/hi,devtest,hi,"उपेक्षा""",1
ar-hi/hi,devtest,hi,बहुलवाद,1
ar-hi/hi,devtest,hi,माराया,1
ar-hi/hi,devtest,hi,"न्यायसंगत,",1
ar-hi/hi,devtest,hi,यूके),1
ar-hi/hi,devtest,hi,कॉनफ्लैंस-सैंटे-हरमाइन,1
ar-hi/hi,devtest,hi,(सेंट-जर्मिन),1
ar-hi/hi,devtest,hi,15.39,1
ar-hi/hi,devtest,hi,कैराट,1
ar-hi/hi,devtest,hi,गोलरहित,1
ar-hi/hi,devtest,hi,शाहबाज़,1
ar-hi/hi,devtest,hi,"""नहीं""",1
ar-hi/hi,devtest,hi,$4.2,1
ar-hi/hi,devtest,hi,$2.2,1
ar-hi/hi,devtest,hi,$4.6,1
ar-hi/hi,devtest,hi,"50%,",1
ar-hi/hi,devtest,hi,1.25,1
ar-hi/hi,devtest,hi,केकेआर,1
ar-hi/hi,devtest,hi,देंगे;,1
ar-hi/hi,devtest,hi,"46,282.63",1
ar-hi/hi,devtest,hi,"खुला,",1
ar-hi/hi,devtest,hi,0.08%,1
ar-hi/hi,devtest,hi,"6,656.19",1
ar-hi/hi,devtest,hi,"समकक्षों,",1
ar-hi/hi,devtest,hi,"(यूएनआईएफआईएल),",1
ar-hi/hi,devtest,hi,1975-1990,1
ar-hi/hi,devtest,hi,"यूरो""",1
ar-hi/hi,devtest,hi,"""यद्यपि",1
ar-hi/hi,devtest,hi,"कहानियाँ""",1
ar-hi/hi,devtest,hi,"""मिथक""",1
ar-hi/hi,devtest,hi,0.3,1
ar-hi/hi,devtest,hi,(समाधान),1
ar-hi/hi,devtest,hi,इंटर्नशिप,1
ar-hi/hi,devtest,hi,$15,1
ar-hi/hi,devtest,hi,$17,1
ar-hi/hi,devtest,hi,पहुँचे,1
ar-hi/hi,devtest,hi,"एंटीऑक्सिडेंट,",1
ar-hi/hi,devtest,hi,"क्वेरसेटिन,",1
ar-hi/hi,devtest,hi,हाई-डेफिनिशन,1
ar-hi/hi,devtest,hi,360-डिग्री,1
ar-hi/hi,devtest,hi,प्रभावशीलता।,1
ar-hi/hi,devtest,hi,सुलझाना,1
ar-hi/hi,devtest,hi,उठाया:,1
ar-hi/hi,devtest,hi,"जीतेंगे।""",1
ar-hi/hi,devtest,hi,"लेगा।""",1
ar-hi/hi,devtest,hi,"""मोंटजूइक",1
ar-hi/hi,devtest,hi,"कंपैनिस""",1
ar-hi/hi,devtest,hi,"""जहाजों",1
ar-hi/hi,devtest,hi,साल),1
ar-hi/hi,devtest,hi,बल्ख,1
ar-hi/hi,devtest,hi,(उत्तर),1
ar-hi/hi,devtest,hi,"कमांडर,",1
ar-hi/hi,devtest,hi,कोंटे,1
ar-hi/hi,devtest,hi,52वें,1
ar-hi/hi,devtest,hi,थिबाउट,1
ar-hi/hi,devtest,hi,गोज़,1
ar-hi/hi,devtest,hi,लितानी,1
ar-hi/hi,devtest,hi,(इज़राइली,1
ar-hi/hi,devtest,hi,"*""द",1
ar-hi/hi,devtest,hi,कॉन्फ़िगरेशन,1
ar-hi/hi,devtest,hi,"($4,690)",1
ar-hi/hi,devtest,hi,एलबम,1
ar-hi/hi,devtest,hi,"बनाएं,",1
ar-hi/hi,devtest,hi,रखेंगी।,1
ar-hi/hi,devtest,hi,आत्म-प्रयोग,1
ar-hi/hi,devtest,hi,मैल्कम,1
ar-hi/hi,devtest,hi,बोर्डो,1
ar-hi/hi,devtest,hi,$620,1
ar-hi/hi,devtest,hi,कताई,1
ar-hi/hi,devtest,hi,776,1
ar-hi/hi,devtest,hi,फर्निशिंग,1
ar-hi/hi,devtest,hi,404,1
ar-hi/hi,devtest,hi,"प्रकाश,",1
ar-hi/hi,devtest,hi,"मार्क्विनहोस,",1
ar-hi/hi,devtest,hi,ह्विचा,1
ar-hi/hi,devtest,hi,"क्वारत्सखेलिया,",1
ar-hi/hi,devtest,hi,"डोवी,",1
ar-hi/hi,devtest,hi,"गोलकीपर),",1
ar-hi/hi,devtest,hi,गैबी,1
ar-hi/hi,devtest,hi,(लंबे,1
ar-hi/hi,devtest,hi,अनुपस्थित),1
ar-hi/hi,devtest,hi,खेलेंगे।,1
ar-hi/hi,devtest,hi,राज,1
ar-hi/hi,devtest,hi,छिड़ती,1
ar-hi/hi,devtest,hi,जरूरतें,1
ar-hi/hi,devtest,hi,"22,580.359",1
ar-hi/hi,devtest,hi,FODMAPs,1
ar-hi/hi,devtest,hi,पचाने,1
ar-hi/hi,devtest,hi,चिड़चिड़ा,1
ar-hi/hi,devtest,hi,(आईबीएस),1
ar-hi/hi,devtest,hi,"""प्रतिदिन",1
ar-hi/hi,devtest,hi,एम्बाप्पे,1
ar-hi/hi,devtest,hi,"""तर्कहीन""",1
ar-hi/hi,devtest,hi,समय-निर्धारण,1
ar-hi/hi,devtest,hi,अटलंता,1
ar-hi/hi,devtest,hi,बीते,1
ar-hi/hi,devtest,hi,14.2%,1
ar-hi/hi,devtest,hi,अघुलनशील,1
ar-hi/hi,devtest,hi,मल,1
ar-hi/hi,devtest,hi,"""पेक्टिन""",1
ar-hi/hi,devtest,hi,दिखे:,1
ar-hi/hi,devtest,hi,एमबीसी,1
ar-hi/hi,devtest,hi,जाहेज़,1
ar-hi/hi,devtest,hi,"एकजुटता,",1
ar-hi/hi,devtest,hi,न्यूफोर्ट्स,1
ar-hi/hi,devtest,hi,"""विंटर""",1
ar-hi/hi,devtest,hi,अल्माट,1
ar-hi/hi,devtest,hi,थिबॉट,1
ar-hi/hi,devtest,hi,"सतबायेव,",1
ar-hi/hi,devtest,hi,वालेरी,1
ar-hi/hi,devtest,hi,ग्रोमीको,1
ar-hi/hi,devtest,hi,माटा,1
ar-hi/hi,devtest,hi,69वें,1
ar-hi/hi,devtest,hi,(2025),1
ar-hi/hi,devtest,hi,राइट-बैक,1
ar-hi/hi,devtest,hi,एक-पर-एक,1
ar-hi/hi,devtest,hi,(एसएपीए),1
ar-hi/hi,devtest,hi,"जागरूकता""",1
ar-hi/hi,devtest,hi,"""अल-शर्क",1
ar-hi/hi,devtest,hi,"कार्गो,",1
ar-hi/hi,devtest,hi,2.19,1
ar-hi/hi,devtest,hi,प्रीवोट,1
ar-hi/hi,devtest,hi,कोच),1
ar-hi/hi,devtest,hi,"""अमेरिकन",1
ar-hi/hi,devtest,hi,"मार्क""",1
ar-hi/hi,devtest,hi,"""यूक्रेन",1
ar-hi/hi,devtest,hi,मोकेनस्टा,1
ar-hi/hi,devtest,hi,"हेरफेर,",1
ar-hi/hi,devtest,hi,Adobe,1
ar-hi/hi,devtest,hi,"""सहायक""",1
ar-hi/hi,devtest,hi,फ़ंक्शंस,1
ar-hi/hi,devtest,hi,"""नरक",1
ar-hi/hi,devtest,hi,"पहुंचाएगा,",1
ar-hi/hi,devtest,hi,दाग़ने,1
ar-hi/hi,devtest,hi,(लंबेगो),1
ar-hi/hi,devtest,hi,660,1
ar-hi/hi,devtest,hi,"उर्वरकों,",1
ar-hi/hi,devtest,hi,"जानता,",1
ar-ur/ar,dev,ar,جنينة,16
ar-ur/ar,dev,ar,سايكس,8
ar-ur/ar,dev,ar,بيكو,7
ar-ur/ar,dev,ar,"القوة""",6
ar-ur/ar,dev,ar,أوكسيدنتال,5
ar-ur/ar,dev,ar,"""إل.إن.جي",4
ar-ur/ar,dev,ar,"أوشن""",4
ar-ur/ar,dev,ar,والصغيرة,4
ar-ur/ar,dev,ar,عائمة,4
ar-ur/ar,dev,ar,مصابا,4
ar-ur/ar,dev,ar,ردها,4
ar-ur/ar,dev,ar,"""ريمات",4
ar-ur/ar,dev,ar,"للتنمية""",4
ar-ur/ar,dev,ar,"""صن",4
ar-ur/ar,dev,ar,"رايز""",4
ar-ur/ar,dev,ar,"""ماينور""",4
ar-ur/ar,dev,ar,القبرصي,4
ar-ur/ar,dev,ar,يؤخر,4
ar-ur/ar,dev,ar,"""ميد",3
ar-ur/ar,dev,ar,"""نيوز",3
ar-ur/ar,dev,ar,ومتناهية,3
ar-ur/ar,dev,ar,"""ويكيبيديا""",3
ar-ur/ar,dev,ar,سراي,3
ar-ur/ar,dev,ar,"التركي""",3
ar-ur/ar,dev,ar,بتروليوم,3
ar-ur/ar,dev,ar,العُماني,3
ar-ur/ar,dev,ar,أمهل,3
ar-ur/ar,dev,ar,المفاوضين,3
ar-ur/ar,dev,ar,العفالق،,3
ar-ur/ar,dev,ar,"""غطرسة",3
ar-ur/ar,dev,ar,"كندا""",3
ar-ur/ar,dev,ar,الموسوعة,3
ar-ur/ar,dev,ar,"""الريتينال""",3
ar-ur/ar,dev,ar,للبشرة,3
ar-ur/ar,dev,ar,ملحوظا،,3
ar-ur/ar,dev,ar,الصغر,3
ar-ur/ar,dev,ar,وأبوظبي,3
ar-ur/ar,dev,ar,درهم.,3
ar-ur/ar,dev,ar,الحجز،,3
ar-ur/ar,dev,ar,سيارةً,3
ar-ur/ar,dev,ar,أوسيمين,3
ar-ur/ar,dev,ar,إكسينوس,3
ar-ur/ar,dev,ar,"الأمد""",3
ar-ur/ar,dev,ar,المكتسبات,3
ar-ur/ar,dev,ar,الآجال,3
ar-ur/ar,dev,ar,شخصياً،,3
ar-ur/ar,dev,ar,مطحنة,3
ar-ur/ar,dev,ar,حائل,3
ar-ur/ar,dev,ar,كلنا,3
ar-ur/ar,dev,ar,المعاودة,3
ar-ur/ar,dev,ar,وشريحة,3
ar-ur/ar,dev,ar,فندقًا,3
ar-ur/ar,dev,ar,للانسحاب,3
ar-ur/ar,dev,ar,المشغلة,3
ar-ur/ar,dev,ar,بتروناس,2
ar-ur/ar,dev,ar,وأحجمت,2
ar-ur/ar,dev,ar,(إسرائيل,2
ar-ur/ar,dev,ar,وحماس).,2
ar-ur/ar,dev,ar,ماكدونالد,2
ar-ur/ar,dev,ar,السعد،,2
ar-ur/ar,dev,ar,الكورتيزول؛,2
ar-ur/ar,dev,ar,السيبرانية:,2
ar-ur/ar,dev,ar,"""إكس.أيه.أي""،",2
ar-ur/ar,dev,ar,معلنا,2
ar-ur/ar,dev,ar,23%,2
ar-ur/ar,dev,ar,"""أكتوبرفست""",2
ar-ur/ar,dev,ar,بمهرجان,2
ar-ur/ar,dev,ar,العدوى،,2
ar-ur/ar,dev,ar,تسيفيليوف،,2
ar-ur/ar,dev,ar,"""كيه.كيه.آر""،",2
ar-ur/ar,dev,ar,الوزارتان,2
ar-ur/ar,dev,ar,الصرففي,2
ar-ur/ar,dev,ar,الواعدة،,2
ar-ur/ar,dev,ar,يوميا،,2
ar-ur/ar,dev,ar,أرطاوي,2
ar-ur/ar,dev,ar,النازيين,2
ar-ur/ar,dev,ar,وملخصًا,2
ar-ur/ar,dev,ar,وداو,2
ar-ur/ar,dev,ar,ميد,2
ar-ur/ar,dev,ar,"""تحسنا",2
ar-ur/ar,dev,ar,"هائلا""",2
ar-ur/ar,dev,ar,للتحضير,2
ar-ur/ar,dev,ar,والإمبراطورية,2
ar-ur/ar,dev,ar,اليدين,2
ar-ur/ar,dev,ar,بكورونا,2
ar-ur/ar,dev,ar,أينتراخت,2
ar-ur/ar,dev,ar,1916،,2
ar-ur/ar,dev,ar,الفجيرة,2
ar-ur/ar,dev,ar,غللو,2
ar-ur/ar,dev,ar,"""محافظ",2
ar-ur/ar,dev,ar,"الاستحقاق""",2
ar-ur/ar,dev,ar,إيال,2
ar-ur/ar,dev,ar,زامير،,2
ar-ur/ar,dev,ar,بمقاتلي,2
ar-ur/ar,dev,ar,"أحرونوت"".",2
ar-ur/ar,dev,ar,متوقعةً,2
ar-ur/ar,dev,ar,الحجز.,2
ar-ur/ar,dev,ar,البلطيق،,2
ar-ur/ar,dev,ar,"""ميني",2
ar-ur/ar,dev,ar,كونتري,2
ar-ur/ar,dev,ar,مان,2
ar-ur/ar,dev,ar,لويكيبيديا,2
ar-ur/ar,dev,ar,واترلو:,2
ar-ur/ar,dev,ar,وسهلة,2
ar-ur/ar,dev,ar,بيكو،,2
ar-ur/ar,dev,ar,الربعي,2
ar-ur/ar,dev,ar,والتطلعات,2
ar-ur/ar,dev,ar,شرطيان,2
ar-ur/ar,dev,ar,إلكترون,2
ar-ur/ar,dev,ar,"بنك"".",2
ar-ur/ar,dev,ar,يلف,2
ar-ur/ar,dev,ar,مفوضا,2
ar-ur/ar,dev,ar,ماسك.,2
ar-ur/ar,dev,ar,"""الريتينول""",2
ar-ur/ar,dev,ar,نتلشير,2
ar-ur/ar,dev,ar,طرفين,2
ar-ur/ar,dev,ar,"""الكونغرس""",2
ar-ur/ar,dev,ar,سهماً,2
ar-ur/ar,dev,ar,بديلا,2
ar-ur/ar,dev,ar,النوويةالتي,2
ar-ur/ar,dev,ar,لوتنيك:,2
ar-ur/ar,dev,ar,1-صفر,2
ar-ur/ar,dev,ar,تعثره,2
ar-ur/ar,dev,ar,نقاط.,2
ar-ur/ar,dev,ar,"""قوة",2
ar-ur/ar,dev,ar,"مؤقتة""،",2
ar-ur/ar,dev,ar,وعضوية,2
ar-ur/ar,dev,ar,المتّحدة.,2
ar-ur/ar,dev,ar,"""كوفيد",2
ar-ur/ar,dev,ar,هاكانن,2
ar-ur/ar,dev,ar,إكس.أيه.أي،,2
ar-ur/ar,dev,ar,"""يسعى",2
ar-ur/ar,dev,ar,للحقيقة,2
ar-ur/ar,dev,ar,حد.,2
ar-ur/ar,dev,ar,وبعائد,2
ar-ur/ar,dev,ar,5.25,2
ar-ur/ar,dev,ar,الثانوي،,2
ar-ur/ar,dev,ar,ويكيبيديا،,2
ar-ur/ar,dev,ar,المرض،,2
ar-ur/ar,dev,ar,أدركا,2
ar-ur/ar,dev,ar,الامتلاء,2
ar-ur/ar,dev,ar,المناعة،,2
ar-ur/ar,dev,ar,أظهروا,2
ar-ur/ar,dev,ar,وانخفاضًا,2
ar-ur/ar,dev,ar,68،,2
ar-ur/ar,dev,ar,يجسّد,2
ar-ur/ar,dev,ar,احترازي.,2
ar-ur/ar,dev,ar,يفض,2
ar-ur/ar,dev,ar,جنيها،,2
ar-ur/ar,dev,ar,بطلتنا,2
ar-ur/ar,dev,ar,بالسكك,2
ar-ur/ar,dev,ar,مينيرفاجراخت,2
ar-ur/ar,dev,ar,الشقيلاب,2
ar-ur/ar,dev,ar,تحاصر,2
ar-ur/ar,dev,ar,مقتصرة,2
ar-ur/ar,dev,ar,أساهي,2
ar-ur/ar,dev,ar,بتزويد,2
ar-ur/ar,dev,ar,المُقاس,2
ar-ur/ar,dev,ar,بمشاكل,2
ar-ur/ar,dev,ar,عربية.,2
ar-ur/ar,dev,ar,تلقائي,2
ar-ur/ar,dev,ar,"ميتال""",2
ar-ur/ar,dev,ar,جاكسون,2
ar-ur/ar,dev,ar,الدقائق,2
ar-ur/ar,dev,ar,للخلف،,2
ar-ur/ar,dev,ar,للأعلاف,2
ar-ur/ar,dev,ar,الاتفاقيتان,2
ar-ur/ar,dev,ar,"القابضة""،",2
ar-ur/ar,dev,ar,تقلبًا,2
ar-ur/ar,dev,ar,فتمثلت,2
ar-ur/ar,dev,ar,دأب,2
ar-ur/ar,dev,ar,الفنلندي،,2
ar-ur/ar,dev,ar,ومعلمًا,2
ar-ur/ar,dev,ar,"""مدار",2
ar-ur/ar,dev,ar,"""أزهى",2
ar-ur/ar,dev,ar,"الحكمة""،",2
ar-ur/ar,dev,ar,"السخنة""،",2
ar-ur/ar,dev,ar,أداءها,2
ar-ur/ar,dev,ar,حضارة,2
ar-ur/ar,dev,ar,غارناتشو,2
ar-ur/ar,dev,ar,الأيمن،,2
ar-ur/ar,dev,ar,يوب,2
ar-ur/ar,dev,ar,والحرص,2
ar-ur/ar,dev,ar,"و""أزهى",2
ar-ur/ar,dev,ar,"""درع",2
ar-ur/ar,dev,ar,بترايوس,2
ar-ur/ar,dev,ar,خطي,2
ar-ur/ar,dev,ar,القاسية.,2
ar-ur/ar,dev,ar,بريمر,2
ar-ur/ar,dev,ar,الحارة.,2
ar-ur/ar,dev,ar,سلافيا,2
ar-ur/ar,dev,ar,ضعيفاً،,2
ar-ur/ar,dev,ar,والملخص,2
ar-ur/ar,dev,ar,تشليسي,2
ar-ur/ar,dev,ar,السرايا,2
ar-ur/ar,dev,ar,المرجة,2
ar-ur/ar,dev,ar,للدقيق,2
ar-ur/ar,dev,ar,أسبوعيا,2
ar-ur/ar,dev,ar,النقوش,2
ar-ur/ar,dev,ar,مهاجراني,2
ar-ur/ar,devtest,ar,التمهيدي,9
ar-ur/ar,devtest,ar,للأنشطة,8
ar-ur/ar,devtest,ar,أمهل,7
ar-ur/ar,devtest,ar,التوسعي,7
ar-ur/ar,devtest,ar,النفطية.,5
ar-ur/ar,devtest,ar,1.147,5
ar-ur/ar,devtest,ar,بيدري,5
ar-ur/ar,devtest,ar,كوكي,5
ar-ur/ar,devtest,ar,الجحيم,5
ar-ur/ar,devtest,ar,ومصيراً,5
ar-ur/ar,devtest,ar,قاتماً.,4
ar-ur/ar,devtest,ar,للرد،,4
